Product Name,Price,Ratings,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Dial Material,Ideal For,Compatible OS,Sensor,Compatible Device,Notification,Charge Time,Battery Life,Charger Type,Display Resolution,Display Size,Display Type,Call Features,Product_Url
"Fire-Boltt Wonder 1.8"" Bluetooth Calling Smart Watch with AI Voice Assistant & Calculator Smartwatch  (Pink Strap, Free Size)","₹1,499",4.1,"Wonder 1.8"" Bluetooth Calling Smart Watch with AI Voice Assistant & Calculator",Blue,Square,Pink,Silicone,Free Size,Yes,Yes,1 m,No value available,Men & Women,Android & iOS,"SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sensor, Barometer, Pedometer SC7A20",Android 5.0 & IOS 10.0 and Above,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",120 Minutes,Upto 5 Days,USB Cable With Metalic Charging Points - 4 Pin Magnetic Cable,No value available,No value available,No value available,No value available,https://www.flipkart.com/fire-boltt-wonder-1-8-bluetooth-calling-smart-watch-ai-voice-assistant-calculator-smartwatch/p/itmab9671bfe8f23?pid=SMWGFKRFAZBSBQ3C&lid=LSTSMWGFKRFAZBSBQ3C3WZMCN&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWGFKRFAZBSBQ3C.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Noise Caliber 2 Buzz Advanced Bluetooth Calling with 1.85'' display, Long Battery Smartwatch  (Brown Strap, Regular)","₹1,399",4.1,"Caliber 2 Buzz Advanced Bluetooth Calling with 1.85'' display, Long Battery",Brown,Square,Brown,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2, Gesture, Pedometer",No value available,Smart Notification,No value available,10 DAYS,Magnetic Charger,240 x 284 pixel,46.482 mm,No value available,No value available,https://www.flipkart.com/noise-caliber-2-buzz-advanced-bluetooth-calling-1-85-display-long-battery-smartwatch/p/itm6ffc0394e9a8f?pid=SMWGGKRWAHFFNJNV&lid=LSTSMWGGKRWAHFFNJNVL6DRCN&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=en_QEy2ko1BnLsg5ggEfNh3VrGBjiR4MvoA6vO4vG5Ez8H1s1rcHfv79aTtV09yq8ElOaUQTJJCNfFfHTgnN1vE6w%3D%3D&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Noise Loop Advanced Bluetooth Calling with 1.85'' Display, 550 Nits Brightness Smartwatch  (Green Strap, Regular)","₹1,499",4.2,"Loop Advanced Bluetooth Calling with 1.85'' Display, 550 Nits Brightness",Green,Square,Green,Silicone,Regular,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,"Accelerometer , Heart Rate",No value available,"Smart Notifications (Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts",No value available,7 Days,Magnetic Charger,240 x 284 pixel,46.99 mm,TFT,"Mute Calls, Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-loop-advanced-bluetooth-calling-1-85-display-550-nits-brightness-smartwatch/p/itm02881a00e9234?pid=SMWGG6GGJ7HNZRBK&lid=LSTSMWGG6GGJ7HNZRBKPYXCN0&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWGG6GGJ7HNZRBK.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch  (Blue Strap, Free Size)","₹1,599",4,Wave Arcade with 1.81 inch HD Display and Bluetooth Calling,No value available,Rectangle,Blue,Silicone,Free Size,Yes,Yes,No value available,No value available,Men & Women,Android & iOS,"Heart Rate, SpO2",No value available,No value available,No value available,Upto 7 Days,No value available,No value available,No value available,No value available,No value available,https://www.flipkart.com/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm3c1756e9940b6?pid=SMWGKN7TJGEUNMZR&lid=LSTSMWGKN7TJGEUNMZRNGPGHO&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWGKN7TJGEUNMZR.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Fastrack Revoltt FS1|1.83"" Display|BT Calling|Fastcharge|110+ Sports Mode|200+ WatchFaces Smartwatch  (Blue Strap, Free Size)","₹1,999",4.3,"Revoltt FS1|1.83"" Display|BT Calling|Fastcharge|110+ Sports Mode|200+ WatchFaces",No value available,Rectangle,Blue,Silicone,Free Size,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,Accelerometer,No value available,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",45 min,Upto 7 days,Pogo Pin Charging Cable,240 x 284 Pixel,1.83 Inch,LCD,"Call Answer, Call Reject, Call Mute, Call Notifications",https://www.flipkart.com/fastrack-revoltt-fs1-1-83-display-bt-calling-fastcharge-110-sports-mode-200-watchfaces-smartwatch/p/itmf9d641a3d9488?pid=SMWGN4YE3YRF2QH9&lid=LSTSMWGN4YE3YRF2QH9J09ZDA&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWGN4YE3YRF2QH9.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch  (Black Strap, Regular)","₹1,499",4.3,"Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish",Black,Circle,Black,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, Sp02, Sleep Monitor, Stress",No value available,Smart Notification,No value available,7 Days,Magnetic Charger,240 x 240 pixel,35.052 mm,No value available,No value available,https://www.flipkart.com/noise-crew-bluetooth-calling-smartwatch-1-38-round-display-metallic-finish/p/itm9b9a411d35470?pid=SMWGKXECDMVXFPGN&lid=LSTSMWGKXECDMVXFPGNJXOKI0&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=en_QEy2ko1BnLsg5ggEfNh3VrGBjiR4MvoA6vO4vG5Ez8H5SuesxCOBzSCq%2BlM2kG9ZO0bud13SwLGe3UVJcq9LcQ%3D%3D&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch  (Blue Strap, Regular)",₹999,4.2,"ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes",Blue,Square,Blue,Silicone,Regular,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,3 Axis,"iPhone, Android Smartphones",Smart Notification,No value available,15 Days,Magnetic Charger,240 x 280 pixel,43 mm,TFT,No value available,https://www.flipkart.com/noise-colorfit-caliber-smart-watch-15-day-battery-1-69-display-60-sports-modes-smartwatch/p/itme688eff5f7b2b?pid=SMWG9UKQ7EUSQSUP&lid=LSTSMWG9UKQ7EUSQSUPHEP38O&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWG9UKQ7EUSQSUP.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch  (Pink Strap, Regular)","₹1,499",4.3,"Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish",Gold,Circle,Pink,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, Sp02, Sleep Monitor, Stress",No value available,Smart Notification,No value available,7 Days,Magnetic Charger,240 x 240 pixel,35.052 mm,No value available,No value available,https://www.flipkart.com/noise-crew-bluetooth-calling-smartwatch-1-38-round-display-metallic-finish/p/itm5353a512b4356?pid=SMWGKXECNWDK7KKS&lid=LSTSMWGKXECNWDK7KKS9WXLEL&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWGKXECNWDK7KKS.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Ambrane Wise Glaze with 1.78"" Amoled display, BT Calling,SPO2 , Heart Rate Monitor Smartwatch  (Black Strap, Regular)","₹1,499",4.3,"Wise Glaze with 1.78"" Amoled display, BT Calling,SPO2 , Heart Rate Monitor",No value available,Square,Black,Silicone,Regular,Yes,Yes,No value available,No value available,Men & Women,Android & iOS,"Continuous Heart Rate, SpO2 , Sedentary Alert, Drink Water Reminder, Weather Forecast, Voice Assistance, Stopwatch, Alarm Clock, Timer, Flashlight, Find Phone",No value available,No value available,No value available,Upto 7 Days,No value available,368*448 pixel,45.212 mm,No value available,No value available,https://www.flipkart.com/ambrane-wise-glaze-1-78-amoled-display-bt-calling-spo2-heart-rate-monitor-smartwatch/p/itm1d7e542c71f46?pid=SMWGK3DYC5G7EXHW&lid=LSTSMWGK3DYC5G7EXHWYE3K1K&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=3459b272-6183-4952-8161-71fb601000e6.SMWGK3DYC5G7EXHW.SEARCH&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Fire-Boltt Wonder 1.8"" Bluetooth Calling Smart Watch with AI Voice Assistant & Calculator Smartwatch  (Silver Strap, Free Size)","₹1,499",4.1,"Wonder 1.8"" Bluetooth Calling Smart Watch with AI Voice Assistant & Calculator",Blue,Square,Silver,Silicone,Free Size,Yes,Yes,1 m,No value available,Men & Women,Android & iOS,"SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sensor, Barometer, Pedometer SC7A20",Android 5.0 & IOS 10.0 and Above,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",120 Minutes,Upto 5 Days,USB Cable With Metalic Charging Points - 4 Pin Magnetic Cable,No value available,No value available,No value available,No value available,https://www.flipkart.com/fire-boltt-wonder-1-8-bluetooth-calling-smart-watch-ai-voice-assistant-calculator-smartwatch/p/itmab9671bfe8f23?pid=SMWGFKRF2TD8SEMU&lid=LSTSMWGFKRF2TD8SEMUFOQGXC&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=en_QEy2ko1BnLsg5ggEfNh3VrGBjiR4MvoA6vO4vG5Ez8GxevqiUvNAajqnto0C2siXtiJqj1NKvn%2BURzr90pDJ%2FA%3D%3D&ppt=None&ppn=None&ssid=6deqb22c5c0000001683231868181&qH=acc05e33fb140cc4
"Noise Evolve 3 Bluetooth Calling with 1.43'' AMOLED Always-On Display, Metallic Design Smartwatch  (Black Strap, Regular)","₹2,799",4.4,"Evolve 3 Bluetooth Calling with 1.43'' AMOLED Always-On Display, Metallic Design",Black,Circle,Black,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Accelerometer, Hear Rate","iphone, Android",Smart Notification,No value available,7 Days,Magnetic Charger,466 x 466 pixel,36.32 mm,No value available,No value available,https://www.flipkart.com/noise-evolve-3-bluetooth-calling-1-43-amoled-always-on-display-metallic-design-smartwatch/p/itm36b6117652964?pid=SMWGGP58M2H75R6H&lid=LSTSMWGGP58M2H75R6HQDJ44Y&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_gs0xEJQjHUAHYyhUMWR42FDsD%2FT9ifxtNkWT4l9DGkJwcdpw%2FNitbBDjZ2U%2BDurhSrqJplp3bvmrQg1kDaUCwQ%3D%3D&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"Noise Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish Smartwatch  (Black Strap, Regular)","₹1,499",4.3,"Crew Bluetooth Calling Smartwatch with 1.38"" Round display, Metallic finish",Black,Circle,Black,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, Sp02, Sleep Monitor, Stress",No value available,Smart Notification,No value available,7 Days,Magnetic Charger,240 x 240 pixel,35.052 mm,No value available,No value available,https://www.flipkart.com/noise-crew-bluetooth-calling-smartwatch-1-38-round-display-metallic-finish/p/itm9b9a411d35470?pid=SMWGKXECDMVXFPGN&lid=LSTSMWGKXECDMVXFPGNJXOKI0&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_gs0xEJQjHUAHYyhUMWR42FDsD%2FT9ifxtNkWT4l9DGkKsZQy%2BcsDENQWe8Z4vqQpO6pcmuttTtQJcs5iaawsArg%3D%3D&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"Noise Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode Smartwatch  (Blue Strap, Regular)","₹1,499",4.2,"Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode",Blue,Rectangle,Blue,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",No value available,7 Days,Magnetic Charger,240 x 286 pixel,45.72 mm,No value available,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-2-bluetooth-calling-1-8-display-ai-voice-assistant-60-sports-mode-smartwatch/p/itmadb5bf0ef4cdc?pid=SMWGEH7VV8B3H8Y6&lid=LSTSMWGEH7VV8B3H8Y6IAVT9G&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=0eee0d43-4591-4272-8da5-73ca4928d96c.SMWGEH7VV8B3H8Y6.SEARCH&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"Noise Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant Smartwatch  (Black Strap, Regular)","₹1,299",4.1,"Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant",Black,Rectangle,Black,Silicone,Regular,Yes,Yes,1 m,Polycarbonate,Men & Women,Android & iOS,"SpO2, Heart Rate","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",120 min,7 Days,Magnetic Charger,240 x 280 pixel,43 mm,LCD,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-buzz-bt-calling-1-69-inch-display-built-in-games-voice-assistant-smartwatch/p/itmd8257a482e5d5?pid=SMWGAU62XCAESACH&lid=LSTSMWGAU62XCAESACHHEGULG&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&spotlightTagId=BestsellerId_ajy%2Fbuh&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=0eee0d43-4591-4272-8da5-73ca4928d96c.SMWGAU62XCAESACH.SEARCH&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"boAt Storm call 1.69 inch HD display with Bluetooth Calling & 550 Nits Brightness Smartwatch  (Pink Strap, Free Size)","₹1,299",4.1,Storm call 1.69 inch HD display with Bluetooth Calling & 550 Nits Brightness,No value available,Rectangle,Pink,Silicone,Free Size,Yes,Yes,No value available,No value available,Men & Women,Android & iOS,"Accelerometer, Heart Rate and SpO2",No value available,"Call, Text and Social Media",No value available,Upto 10 Days,No value available,No value available,No value available,No value available,No value available,https://www.flipkart.com/boat-storm-call-1-69-inch-hd-display-bluetooth-calling-550-nits-brightness-smartwatch/p/itmf70a25b4a16e9?pid=SMWGNFSFHYHP4UAU&lid=LSTSMWGNFSFHYHP4UAUVO0Z7S&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=0eee0d43-4591-4272-8da5-73ca4928d96c.SMWGNFSFHYHP4UAU.SEARCH&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch  (Black Strap, Regular)",₹999,4.2,"ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes",Black,Square,Black,Silicone,Regular,Yes,Yes,1.5 m,Polycarbonate,Men & Women,Android & iOS,3 Axis,"iPhone, Android Smartphones",Smart Notification,No value available,15 Days,Magnetic Charger,240 x 280 pixel,43 mm,TFT,No value available,https://www.flipkart.com/noise-colorfit-caliber-smart-watch-15-day-battery-1-69-display-60-sports-modes-smartwatch/p/itm21dca40c77bbe?pid=SMWG9UKPHDH47DWK&lid=LSTSMWG9UKPHDH47DWKIUPP6A&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&spotlightTagId=FkPickId_ajy%2Fbuh&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=0eee0d43-4591-4272-8da5-73ca4928d96c.SMWG9UKPHDH47DWK.SEARCH&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"Noise Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode Smartwatch  (Black Strap, Regular)","₹1,499",4.2,"Icon 2 Bluetooth Calling with 1.8'' Display, AI Voice Assistant & 60 Sports Mode",Black,Rectangle,Black,Silicone,Regular,Yes,Yes,No value available,Polycarbonate,Men & Women,Android & iOS,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",2 hours,7 Days,Magnetic Charger,240 x 286 pixel,45.72 mm,No value available,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-2-bluetooth-calling-1-8-display-ai-voice-assistant-60-sports-mode-smartwatch/p/itmfa97e2fcabed9?pid=SMWGEH7VGYMGCP3V&lid=LSTSMWGEH7VGYMGCP3VTODMR3&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&spotlightTagId=BestsellerId_ajy%2Fbuh&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=0eee0d43-4591-4272-8da5-73ca4928d96c.SMWGEH7VGYMGCP3V.SEARCH&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch  (Blue Strap, Free Size)",₹999,4,"Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes",No value available,Rectangle,Blue,Silicone,Free Size,Yes,Yes,No value available,No value available,Men & Women,Android & iOS,"Accelerometer, SpO2, Heart Rate",Mobile,No value available,No value available,Upto 7 Days,No value available,454 x 454 Pixels,43 mm,No value available,No value available,https://www.flipkart.com/boat-wave-neo-1-69-inch-2-5d-curved-display-multiple-sports-modes-smartwatch/p/itm25cb8d4c5313f?pid=SMWGD7HJBMSDYZCG&lid=LSTSMWGD7HJBMSDYZCGTUD19T&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_gs0xEJQjHUAHYyhUMWR42FDsD%2FT9ifxtNkWT4l9DGkImjT%2BXdPB1qHObZlGOE6hh32bI%2BS9HOqitfuDZN0d2aQ%3D%3D&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
"Noise Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant Smartwatch  (Deep Wine Strap, Regular)","₹1,299",4.1,"Icon Buzz BT Calling with 1.69 inch display, Built-In Games & Voice Assistant",Gold,Rectangle,Deep Wine,Silicone,Regular,Yes,Yes,1 m,Polycarbonate,Men & Women,Android & iOS,"SpO2, Heart Rate","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",120 min,7 Days,Magnetic Charger,240 x 280 pixel,43 mm,LCD,"Reject Calls, Take Calls, Speed Dial",https://www.flipkart.com/noise-icon-buzz-bt-calling-1-69-inch-display-built-in-games-voice-assistant-smartwatch/p/itm97ed45d805b0e?pid=SMWGGKT2ZVSZHGHH&lid=LSTSMWGGKT2ZVSZHGHHP9C6FZ&marketplace=FLIPKART&q=smart+watch&store=ajy%2Fbuh&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=0eee0d43-4591-4272-8da5-73ca4928d96c.SMWGGKT2ZVSZHGHH.SEARCH&ppt=None&ppn=None&ssid=70hm2zg1ow0000001683231933421&qH=acc05e33fb140cc4
